TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
DOHL4;4,89;;-39,65;0,53;0,37;19,20;-1,75;-1,53;-34,64;-47,88;-4,98;0,08;0,61;0,83;-0,84;5,15;-1,33;-0,94;-1,75;0,70;0,30;0,61;6,68;;7.426,81;9,24;-0,12;0,28;458.143.312,05
DOTZ3;6,62;;-1,05;-0,39;0,29;86,00;-61,23;-59,93;-1,03;-1,04;-0,01;;0,63;-0,47;-0,57;0,44;-37,49;-27,83;73,51;-0,74;1,74;0,46;3,79;;78.258,64;-16,78;-6,29;0,16;87.675.644,10
DTCY3;5,69;;93,00;-38,27;9,01;2,55;-3,77;8,68;-213,97;-302,69;-2,07;;8,07;-47,51;-12,06;0,57;-41,15;9,69;45,96;-0,24;1,24;1,12;-9,85;-26,48;1.138,67;-0,15;0,06;-0,79;88.982.911,44
DTCY4;62,60;;1.023,21;-421,03;99,15;2,55;-3,77;8,68;-2.354,08;-302,69;-2,07;;88,82;-522,74;-132,70;0,57;-41,15;9,69;45,96;-0,24;1,24;1,12;-9,85;-26,48;;-0,15;0,06;-8,71;88.982.911,44
DXCO3;8,21;2,62;8,30;1,05;0,41;33,51;18,39;10,95;4,94;8,21;3,27;0,70;0,91;5,59;-0,57;1,34;12,66;4,91;10,71;0,39;0,61;0,45;16,29;34,44;25.184.015,41;7,81;0,99;-0,30;6.736.848.879,66
EALT3;10,10;2,13;6,73;0,98;0,41;22,37;10,77;7,08;4,42;6,83;2,19;0,49;0,48;21,42;-0,66;1,05;14,61;6,15;13,65;0,42;0,58;0,87;23,92;1,96;7.907,00;10,28;1,50;-0,31;238.597.500,00
EALT4;10,99;2,15;7,32;1,07;0,45;22,37;10,77;7,08;4,81;6,83;2,19;0,49;0,52;23,30;-0,72;1,05;14,61;6,15;13,65;0,42;0,58;0,87;23,92;1,96;47.159,23;10,28;1,50;-0,34;238.597.500,00
ECOR3;9,12;0,92;11,33;2,30;0,27;37,28;32,78;6,92;2,39;7,26;4,86;4,68;0,78;-6,57;-0,32;0,81;20,34;2,36;10,51;0,12;0,87;0,34;14,60;7,38;23.916.260,09;3,96;0,80;0,04;6.350.568.122,88
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
EEEL3;294,77;;3,62;1,87;0,53;51,75;70,35;52,14;2,69;3,96;1,26;0,88;1,89;5,17;-0,69;1,74;51,67;14,56;23,54;0,28;0,72;0,28;6,73;14,58;;157,45;81,35;0,01;2.840.511.499,76
EEEL4;410,00;;5,04;2,60;0,73;51,75;70,35;52,14;3,74;3,96;1,26;0,88;2,63;7,19;-0,96;1,74;51,67;14,56;23,54;0,28;0,72;0,28;6,73;14,58;;157,45;81,35;0,01;2.840.511.499,76
EGIE3;40,51;7,16;9,80;3,92;0,84;53,44;56,36;30,27;5,27;7,62;2,35;1,75;2,97;63,94;-1,00;1,09;39,97;8,56;19,59;0,21;0,76;0,28;11,18;10,97;80.363.956,77;10,34;4,13;0,12;33.053.232.747,40
EKTR3;38,00;3,02;8,45;2,70;0,67;26,01;20,57;10,08;4,14;6,86;2,61;1,70;0,85;16,36;-0,97;1,15;31,95;7,88;16,70;0,25;0,75;0,78;7,62;18,39;7.599,00;14,07;4,50;-0,41;7.556.420.826,70
EKTR4;39,90;3,17;8,88;2,84;0,70;26,01;20,57;10,08;4,35;6,86;2,61;1,70;0,89;17,18;-1,02;1,15;31,95;7,88;16,70;0,25;0,75;0,78;7,62;18,39;28.926,15;14,07;4,50;-0,43;7.556.420.826,70
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;43,60;0,51;31,42;0,89;0,36;49,99;39,25;9,09;7,27;10,20;2,83;0,35;2,85;3,71;-0,46;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;302.786.865,45;49,03;1,39;-0,99;101.852.750.099,34
ELET5;99,00;2,07;71,34;2,02;0,83;49,99;39,25;9,09;16,51;10,20;2,83;0,35;6,48;8,42;-1,04;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;18.900,00;49,03;1,39;-2,24;101.852.750.099,34
ELET6;48,11;3,10;34,67;0,98;0,40;49,99;39,25;9,09;8,03;10,20;2,83;0,35;3,15;4,09;-0,51;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;65.107.988,23;49,03;1,39;-1,09;101.852.750.099,34
ELMD3;15,89;;38,19;2,78;0,95;45,40;20,78;6,65;12,22;15,39;3,17;0,72;2,54;78,65;-1,29;1,05;7,28;2,48;8,73;0,34;0,58;0,37;37,68;;830.714,18;5,72;0,42;-0,05;2.224.341.835,17
ELPL3;8,31;;1,04;0,68;0,06;24,93;19,27;8,07;0,43;2,03;1,60;2,51;0,08;-0,95;-0,08;0,81;65,85;5,41;33,14;0,08;0,92;0,67;7,49;;;12,16;8,00;0,07;1.640.949.623,22
EMAE3;25,35;7,12;10,14;0,81;0,46;17,63;2,25;15,31;69,00;110,57;-33,67;-0,39;1,55;1,19;-0,83;7,07;7,97;4,51;1,06;0,57;0,43;0,29;20,52;-4,97;;31,37;2,50;-0,90;1.957.948.086,28
EMAE4;71,27;2,79;28,51;2,27;1,29;17,63;2,25;15,31;193,98;110,57;-33,67;-0,39;4,37;3,34;-2,33;7,07;7,97;4,51;1,06;0,57;0,43;0,29;20,52;-4,97;183.637,52;31,37;2,50;-2,52;1.957.948.086,28
EMBR3;27,00;;-489,51;1,57;0,38;18,00;4,64;-0,15;16,07;21,23;5,16;0,50;0,74;1,72;-0,88;1,65;-0,32;-0,08;3,22;0,24;0,73;0,51;4,54;;164.550.207,14;17,23;-0,06;5,09;19.992.556.188,00
ENAT3;25,14;0,60;96,64;1,72;0,82;36,94;15,75;4,27;26,21;28,70;2,49;0,16;4,13;6,44;-1,16;1,77;1,78;0,85;3,15;0,47;0,53;0,20;34,10;-28,00;48.632.890,48;14,58;0,26;-1,05;6.682.385.591,70
ENBR3;24,08;1,12;11,69;1,29;0,38;30,72;20,25;6,59;3,81;6,40;2,60;0,88;0,77;-9,12;-0,57;0,89;11,05;3,27;12,29;0,30;0,67;0,50;6,98;14,37;27.666.157,79;18,65;2,06;-0,25;13.994.459.653,44
ENEV3;12,19;;58,22;1,49;0,39;35,96;23,06;3,43;8,65;15,85;7,20;1,24;2,00;10,98;-0,51;1,18;2,56;0,68;5,45;0,26;0,69;0,20;17,63;28,28;112.733.456,18;8,17;0,21;-0,85;19.315.937.287,82
ENGI11;49,87;5,01;13,52;1,90;0,35;27,18;21,15;6,23;3,98;8,42;4,44;2,11;0,84;-60,89;-0,46;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;132.651.162,86;26,31;3,69;-0,54;22.834.721.588,76
ENGI3;16,13;3,10;21,86;3,07;0,57;27,18;21,15;6,23;6,44;8,42;4,44;2,11;1,36;-98,46;-0,74;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;102.381,64;5,26;0,74;-0,87;22.834.721.588,76
ENGI4;8,35;5,99;11,32;1,59;0,29;27,18;21,15;6,23;3,33;8,42;4,44;2,11;0,71;-50,97;-0,38;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;123.357,05;5,26;0,74;-0,45;22.834.721.588,76
ENJU3;1,87;;-8,60;1,07;0,87;46,15;-41,92;-26,70;-5,48;-1,53;3,95;-0,77;2,30;1,47;-3,36;5,06;-12,45;-10,15;-19,55;0,82;0,18;0,38;32,86;;878.164,32;1,75;-0,22;0,16;378.919.199,56
ENMA3B;50,49;5,53;8,96;2,27;0,92;30,83;21,40;16,86;7,06;;1,53;0,49;1,51;24,40;-1,29;1,15;25,31;10,26;16,44;0,41;0,59;0,61;7,52;13,58;;22,28;5,64;0,16;
ENMA6B;83,99;3,32;14,90;3,77;1,53;30,83;21,40;16,86;11,74;;1,53;0,49;2,51;40,59;-2,15;1,15;25,31;10,26;16,44;0,41;0,59;0,61;7,52;13,58;;22,28;5,64;0,27;
ENMT3;75,59;2,22;14,35;4,66;1,31;32,78;26,98;16,02;8,52;10,82;2,34;1,28;2,30;50,82;-1,82;1,10;32,50;9,13;19,51;0,28;0,72;0,57;13,11;199,68;50.227,17;16,21;5,27;-71,48;16.463.773.870,01
ENMT4;74,99;2,23;14,24;4,63;1,30;32,78;26,98;16,02;8,45;10,82;2,34;1,28;2,28;50,42;-1,80;1,10;32,50;9,13;19,51;0,28;0,72;0,57;13,11;199,68;24.859,00;16,21;5,27;-70,91;16.463.773.870,01
EPAR3;9,59;27,37;4,50;1,15;1,00;13,55;12,07;6,58;2,45;2,14;-0,31;-0,15;0,30;2,21;-1,93;18,54;25,58;22,33;34,50;0,87;0,13;3,39;38,18;;97.287,41;8,33;2,13;-0,09;142.512.847,12
EQPA3;7,91;1,87;8,28;3,92;1,22;35,11;27,61;21,18;6,35;7,65;1,30;0,80;1,75;11,22;-1,85;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;30.549,50;2,02;0,96;0,16;17.478.629.642,79
EQPA5;7,50;1,97;7,85;3,72;1,16;35,11;27,61;21,18;6,02;7,65;1,30;0,80;1,66;10,64;-1,75;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;750,00;2,02;0,96;0,15;17.478.629.642,79
EQPA6;9,00;1,64;9,42;4,47;1,39;35,11;27,61;21,18;7,23;7,65;1,30;0,80;2,00;12,76;-2,10;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;1.770,33;2,02;0,96;0,18;17.478.629.642,79
EQPA7;7,50;1,97;7,85;3,72;1,16;35,11;27,61;21,18;6,02;7,65;1,30;0,80;1,66;10,64;-1,75;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;3.750,00;2,02;0,96;0,15;17.478.629.642,79
EQTL3;33,71;1,04;20,78;1,98;0,39;30,07;19,86;4,94;5,17;9,97;4,80;1,83;1,03;10,19;-0,52;1,19;9,51;1,88;10,16;0,20;0,77;0,38;24,50;13,29;241.536.458,23;17,06;1,62;-1,02;38.669.017.320,87
ESPA3;1,06;;-18,99;0,44;0,17;36,92;13,07;-2,03;2,95;8,26;5,31;0,79;0,39;2,88;-0,29;1,16;-2,30;-0,88;5,68;0,38;0,61;0,44;36,16;;1.483.251,36;2,43;-0,06;-0,19;383.108.449,96
ESTR3;7,60;;-0,90;-0,11;0,21;44,02;0,36;-42,60;106,10;203,77;145,50;;0,38;-0,11;-0,48;0,22;-12,38;-23,29;-0,12;-1,88;2,88;0,55;4,32;;1.520,00;-68,03;-8,42;-0,01;33.735.140,00
ESTR4;2,46;;-0,29;-0,04;0,07;44,02;0,36;-42,60;34,34;203,77;145,50;;0,12;-0,03;-0,15;0,22;-12,38;-23,29;-0,12;-1,88;2,88;0,55;4,32;;15.547,21;-68,03;-8,42;0,00;33.735.140,00
ETER3;6,80;3,81;7,22;0,59;0,34;26,50;6,94;5,02;5,22;6,54;1,32;0,15;0,36;1,34;-0,65;2,07;8,19;4,66;8,40;0,57;0,43;0,93;12,27;;2.870.146,36;11,50;0,94;-0,11;420.080.710,00
EUCA3;16,99;3,48;5,73;0,71;0,40;32,81;12,52;10,36;4,74;6,44;1,55;0,23;0,59;2,51;-0,64;1,71;12,46;6,91;10,66;0,55;0,45;0,67;15,81;45,65;17.165,89;23,81;2,97;-0,23;1.622.690.404,24
EUCA4;17,79;3,65;5,99;0,75;0,41;32,81;12,52;10,36;4,96;6,44;1,55;0,23;0,62;2,63;-0,67;1,71;12,46;6,91;10,66;0,55;0,45;0,67;15,81;45,65;1.113.291,18;23,81;2,97;-0,24;1.622.690.404,24
EVEN3;8,34;6,04;10,49;0,86;0,24;20,53;6,80;6,28;9,70;10,75;1,06;0,09;0,66;0,43;-1,04;3,51;8,20;2,25;2,68;0,27;0,60;0,36;10,85;;7.906.513,91;9,69;0,79;1,18;1.668.000.000,00
EZTC3;17,16;1,19;20,15;0,82;0,65;29,18;13,62;17,82;26,37;26,50;0,13;0,00;3,59;1,80;-1,17;5,19;4,09;3,22;2,08;0,79;0,20;0,18;2,72;-12,11;30.327.003,05;20,81;0,85;-0,42;3.792.173.007,48
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;14,95;4,17;11,01;1,63;1,28;28,80;16,65;18,39;12,16;7,58;-1,58;-0,21;2,03;4,34;-2,16;3,60;14,76;11,59;10,08;0,79;0,21;0,63;23,14;12,19;13.339,19;9,20;1,36;-0,19;3.976.755.200,00
FESA4;9,41;7,28;6,93;1,02;0,80;28,80;16,65;18,39;7,65;7,58;-1,58;-0,21;1,27;2,73;-1,36;3,60;14,76;11,59;10,08;0,79;0,21;0,63;23,14;12,19;6.304.845,73;9,20;1,36;-0,12;3.976.755.200,00
FHER3;5,73;;-0,77;7,92;0,11;-0,20;-7,55;-7,38;-0,75;-0,64;0,11;-1,12;0,06;0,76;-0,42;1,24;-1.033,75;-14,18;-1.194,93;0,01;0,99;1,92;3,45;;73.277,32;0,72;-7,48;0,00;308.602.237,32
FIBR3;66,30;;12,03;2,59;0,90;45,77;36,80;16,71;5,46;7,63;2,17;1,03;2,01;9,59;-1,28;1,46;21,57;7,48;17,10;0,35;0,65;0,45;21,43;;;25,55;5,51;0,07;36.712.556.310,30
FIEI3;12,99;;14,44;0,38;0,32;-8,72;-376,05;78,84;-3,03;-2,68;0,34;-0,04;11,38;-10,00;-0,35;0,73;2,63;2,21;-12,57;0,84;0,16;0,03;-18,70;;3.878,00;34,21;0,90;-0,11;31.463.767,47
FIGE3;11,99;0,33;3,15;0,18;0,17;100,00;93,63;45,81;1,54;0,52;;;1,44;14.171,80;-0,17;;5,71;5,54;;0,97;0,03;0,12;1,92;-5,73;;66,67;3,81;-0,09;9.497.566,76
FIGE4;0,00;;0,00;0,00;0,00;100,00;93,63;45,81;0,00;0,52;;;0,00;0,00;0,00;;5,71;5,54;;0,97;0,03;0,12;1,92;-5,73;;66,67;3,81;0,00;9.497.566,76
FIQE3;4,07;5,20;11,48;1,37;0,75;44,70;24,84;15,27;7,05;6,64;-0,41;-0,08;1,75;7,31;-1,06;1,53;11,90;6,51;11,68;0,55;0,45;0,43;;;1.056.088,67;2,98;0,35;1,81;1.473.541.908,63
FLEX3;0,00;;0,00;0,00;0,00;22,25;-72,50;-102,95;0,00;-0,44;-0,44;;0,00;0,00;0,00;0,15;-94,35;-223,42;100,17;-2,37;3,37;2,17;-5,08;;;-112,78;-106,40;0,00;0,00
FLRY3;15,89;2,74;23,28;1,68;0,75;27,02;14,26;6,35;10,37;14,07;3,70;0,60;1,48;9,45;-1,00;1,48;7,21;3,24;7,99;0,45;0,55;0,51;13,37;3,10;43.780.003,81;9,46;0,68;3,16;8.694.865.403,14
FNCN3;14,25;3,75;19,82;0,92;0,73;90,74;31,87;15,60;9,70;9,70;;;3,09;1,16;-2,42;9,25;4,66;3,66;;0,79;0,21;0,23;-12,29;11,87;;15,44;0,72;-0,24;13.021.336,50
FRAS3;16,50;1,46;13,72;2,31;1,13;34,03;15,05;9,57;8,72;8,45;-0,27;-0,07;1,31;3,19;-2,82;2,44;16,86;8,23;14,50;0,49;0,51;0,86;29,71;38,35;4.157.717,57;7,14;1,20;0,20;4.455.269.659,50
FRIO3;340,50;;-20,10;-4,87;1,24;16,90;6,84;-5,72;16,79;27,63;10,84;;1,15;-3,47;-4,35;0,67;-24,21;-6,15;9,74;-0,25;1,21;1,08;15,09;;438.192,47;-69,97;-16,94;0,48;2.140.482.766,50
FRTA3;1,38;;-0,50;-0,04;0,09;16,44;-20,02;-75,70;-1,88;-45,05;-43,16;;0,38;-0,03;-0,10;0,03;-7,67;-18,86;20,62;-2,46;3,46;0,25;-33,74;;15.844,24;-36,14;-2,77;0,00;2.833.976,28
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;1,95;;3,27;0,27;0,24;100,00;82,45;77,51;3,08;4,04;0,96;0,08;2,54;-9,20;-0,25;0,46;8,22;7,38;7,89;0,90;0,10;0,10;;;85.107,33;7,25;0,60;-0,03;224.359.956,60
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;26,00;7,61;7,20;1,16;0,69;42,67;37,35;24,44;4,71;5,69;0,89;0,22;1,76;-6,16;-0,80;0,54;16,06;9,61;13,62;0,60;0,40;0,39;-1,18;6,94;9.391,00;22,48;3,61;0,06;2.502.481.999,50
GEPA4;26,75;7,39;7,41;1,19;0,71;42,67;37,35;24,44;4,85;5,69;0,89;0,22;1,81;-6,34;-0,82;0,54;16,06;9,61;13,62;0,60;0,40;0,39;-1,18;6,94;34.910,61;22,48;3,61;0,06;2.502.481.999,50
GETT11;4,81;;15,12;2,48;0,16;41,43;18,41;17,71;14,55;;0,99;0,17;2,68;6,28;-3,92;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,13;
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GFSA3;9,30;;-2,96;0,38;0,12;3,46;-23,01;-18,28;-2,36;-8,54;-6,19;1,00;0,54;0,35;-0,40;2,03;-12,88;-4,13;-8,10;0,32;0,68;0,23;7,64;;58.121.250,14;24,36;-3,14;0,00;644.374.959,00
GGBR3;19,69;8,18;4,25;0,68;0,45;17,50;16,69;11,27;2,87;3,54;0,45;0,11;0,48;1,70;-0,76;2,93;16,07;10,64;15,45;0,66;0,34;0,94;17,42;;1.033.690,71;28,80;4,63;-0,10;37.187.301.176,42
GGBR4;21,93;7,80;4,74;0,76;0,50;17,50;16,69;11,27;3,20;3,54;0,45;0,11;0,53;1,89;-0,85;2,93;16,07;10,64;15,45;0,66;0,34;0,94;17,42;;227.209.502,43;28,80;4,63;-0,12;37.187.301.176,42
GGPS3;17,42;1,49;19,71;3,97;1,21;17,38;10,75;5,80;10,63;11,09;0,46;0,17;1,14;3,60;-2,80;2,45;20,15;6,15;13,59;0,30;0,69;1,06;;;32.829.942,43;4,39;0,88;0,66;11.709.206.051,14
GMAT3;7,80;;15,07;2,08;1,14;21,56;6,17;4,52;11,03;12,66;1,62;0,31;0,68;2,83;-3,00;2,90;13,80;7,59;12,73;0,55;0,44;1,68;30,71;48,33;45.264.407,67;3,75;0,52;0,73;17.232.899.416,20
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;10,34;15,38;3,89;0,59;0,14;17,50;16,60;3,80;0,89;1,26;0,38;0,25;0,15;0,50;-0,23;3,02;15,29;3,54;15,06;0,23;0,33;0,93;17,42;;740.043,10;17,38;2,66;-0,09;10.584.714.768,94
GOAU4;10,20;15,59;3,84;0,59;0,14;17,50;16,60;3,80;0,88;1,26;0,38;0,25;0,15;0,49;-0,23;3,02;15,29;3,54;15,06;0,23;0,33;0,93;17,42;;71.009.004,76;17,38;2,66;-0,09;10.584.714.768,94
GOLL4;2,52;;75,85;-0,37;0,47;29,03;15,11;0,58;2,89;3,79;3,41;;0,44;-0,77;-0,59;0,25;-0,48;0,62;-23,52;-1,28;2,28;1,07;8,03;41,44;41.304.934,59;-6,88;0,03;-0,74;1.056.635.793,36
GPAR3;42,77;;78,25;4,69;4,48;-23,58;-1,12;602,31;-42.071,16;-39.801,53;2.269,63;-0,25;471,34;15,95;-6,32;30,83;5,99;5,73;-1,18;0,96;0,04;0,01;-9,31;-50,35;12.831,00;9,13;0,55;-0,83;3.407.763.990,54
GPIV33;3,22;;-0,54;0,30;0,10;100,00;124,93;113,10;-0,49;-0,03;0,46;-0,28;;0,91;-0,16;1,38;-54,77;-17,67;-23,53;0,32;0,46;-0,16;;;587.767,43;10,88;-5,96;-0,02;284.116.336,14
GRAO3;0,00;;0,00;0,00;0,00;3,46;1,21;1,33;0,00;3,54;3,54;0,78;0,00;0,00;0,00;0,87;24,40;3,85;0,24;0,16;0,75;2,89;;;;1,30;0,32;0,00;0,00
GRND3;6,15;22,55;10,73;1,59;1,44;43,97;10,49;21,23;21,71;18,98;-2,74;-0,20;2,28;2,60;-4,02;7,09;14,85;13,38;6,59;0,90;0,10;0,63;2,21;-4,78;11.846.851,91;3,86;0,57;-0,81;5.548.284.000,00
GSHP3;14,00;;-1,60;-0,03;0,02;68,37;26,36;-10,72;0,65;43,15;42,50;;0,17;-0,44;-0,02;0,81;-2,01;-1,08;2,87;-0,54;1,54;0,10;-9,39;;17.726,33;-435,81;-8,74;0,02;27.002.766,00
GUAR3;6,31;;-19,47;0,63;0,23;58,32;3,34;-1,87;10,88;16,82;5,93;0,34;0,36;0,94;-0,62;1,62;-3,24;-1,17;3,29;0,36;0,64;0,63;5,59;;11.110.784,18;9,99;-0,32;0,12;3.149.952.000,00
GUAR4;151,00;;-465,97;15,12;5,47;58,32;3,34;-1,87;260,46;16,82;5,93;0,34;8,71;22,57;-14,82;1,62;-3,24;-1,17;3,29;0,36;0,64;0,63;5,59;;;9,99;-0,32;2,85;3.149.952.000,00
HAGA3;2,63;;4,32;-0,56;0,53;25,37;20,32;24,98;5,32;-0,17;-3,41;;1,08;1,25;-3,49;1,97;-13,04;12,15;-15,44;-0,93;1,93;0,49;2,91;;4.292,21;-4,67;0,61;0,04;19.079.667,18
HAGA4;1,09;;1,79;-0,23;0,22;25,37;20,32;24,98;2,20;-0,17;-3,41;;0,45;0,52;-1,45;1,97;-13,04;12,15;-15,44;-0,93;1,93;0,49;2,91;;14.427,33;-4,67;0,61;0,02;19.079.667,18
HAPV3;3,60;;-26,50;0,55;0,36;24,41;0,59;-3,80;170,05;204,37;34,32;0,11;1,01;63,75;-0,41;1,05;-2,09;-1,37;-0,36;0,66;0,34;0,36;43,91;;275.368.910,24;6,51;-0,14;-0,09;27.142.067.746,80
HBOR3;2,92;3,13;9,65;0,28;0,07;28,28;17,76;3,54;1,92;10,14;8,22;1,20;0,34;0,17;-0,17;3,03;2,90;0,70;4,20;0,24;0,60;0,20;11,84;;1.454.240,68;10,42;0,30;-0,39;390.845.130,24
HBRE3;5,53;;10,82;0,30;0,13;82,30;160,69;34,60;2,33;6,38;4,05;0,52;3,74;136,06;-0,14;1,02;2,76;1,22;5,85;0,44;0,42;0,04;21,74;-8,70;2.892.010,33;18,50;0,51;-0,15;570.635.064,93
HBSA3;3,62;;51,84;1,74;0,43;38,61;23,12;2,64;5,93;13,60;7,67;2,25;1,37;3,34;-0,55;2,44;3,35;0,83;6,62;0,25;0,75;0,31;17,46;35,34;15.124.969,24;2,09;0,07;-0,22;2.752.585.167,66
HBTS5;38,79;7,47;3,32;0,61;0,25;85,98;163,47;144,77;2,94;4,48;1,54;0,32;4,81;7,13;-0,27;1,67;18,44;7,54;14,92;0,41;0,59;0,05;49,55;;22.862,75;63,34;11,68;0,00;354.295.718,73
HETA3;96,00;;0,24;-0,14;3,85;100,00;51,79;6.253,57;28,61;200,65;189,70;;14,82;-15,71;-4,79;0,44;-58,70;1.625,38;385,00;-27,69;28,69;0,26;3,27;;;-690,16;405,13;0,00;18.728.690,77
HETA4;6,77;;0,02;-0,01;0,27;100,00;51,79;6.253,57;2,02;200,65;189,70;;1,05;-1,11;-0,34;0,44;-58,70;1.625,38;385,00;-27,69;28,69;0,26;3,27;;23.299,50;-690,16;405,13;0,00;18.728.690,77
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-7,32;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50
HOOT3;0,00;;0,00;0,00;0,00;69,54;112,13;92,40;0,00;0,07;-0,07;;0,00;0,00;0,00;0,12;-60,53;25,13;-62,58;-0,42;1,48;0,27;-3,08;;;-11,37;6,88;0,00;22.420.362,96
HOOT4;2,84;;0,41;-0,25;0,10;69,54;112,13;92,40;0,34;0,07;-0,07;;0,38;-0,17;-0,11;0,12;-60,53;25,13;-62,58;-0,42;1,48;0,27;-3,08;;11.692,81;-11,37;6,88;0,03;22.420.362,96
HYPE3;33,66;4,24;12,05;1,87;0,88;63,15;32,88;21,60;7,92;10,75;2,83;0,67;2,60;5,59;-1,32;1,89;15,53;7,29;12,12;0,47;0,53;0,34;16,61;12,88;97.041.667,05;17,98;2,79;1,32;21.320.944.902,18
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IFCM3;1,22;;-3,04;0,57;0,24;43,40;-3,27;-24,04;-22,30;-38,22;-15,93;0,41;0,73;-29,88;-0,33;0,97;-18,75;-7,99;-1,72;0,43;0,57;0,33;;;10.067.816,86;2,14;-0,40;-0,17;777.549.325,86
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;250.175,33;-520,56;312,87;0,00;220.074.791,04
